0,0
0.199758,2
0.337396,3
0.65673,6
0.730412,7
0.716725,7
0.774496,7
1.20593,11
1.42291,13
1.8114,16
1.96686,17
1.91118,17
2.09658,19
1.98438,18
2.76864,24
2.81101,26
2.97097,26
2.47939,23
3.32709,30
2.87698,26
3.36861,30
3.40089,31
3.7219,34
4.25234,39
3.92867,36
3.57933,32
33.6401,230
4.10792,39
4.38661,39
4.74164,42
4.74905,43
5.00012,46
5.1548,46
41.6491,160
5.18631,47
5.2966,47
5.68756,51
34.9062,209
5.78848,51
52.4052,111
6.50921,58
6.28921,56
6.2807,57
6.62604,60
6.38177,57
7.17749,64
30.937,232
7.17632,64
7.14414,64
36.191,160
7.38817,66
7.63584,68
7.42788,67
33.594,219
7.90951,70
7.72566,71
7.80818,71
82.968,111
8.77434,78
8.37929,75
8.73777,79
29.6932,242
38.9761,161
8.4866,76
8.71155,79
8.93823,80
8.9864,82
28.7024,240
9.7719,86
9.27519,85
9.65684,87
64.8865,119
9.73457,88
42.1652,157
9.77184,89
31.0043,214
10.3032,91
10.5433,91
10.4652,92
10.5285,92
29.8821,239
10.7765,94
10.9937,95
43.9712,171
11.3216,96
54.7994,115
11.3405,97
34.0208,200
11.2688,98
11.6146,99
11.7519,101
11.943,102
33.4895,238
45.6462,157
11.8922,102
12.1404,104
12.1895,106
81.2588,114
34.6893,212
12.5317,108
12.4614,110
13.1031,111
32.3412,165
12.9204,111
31.7295,239
12.9173,111
13.2611,113
13.4901,116
28.3023,199
13.7525,118
74.0911,111
44.6986,127
13.9756,118
13.981,119
32.4896,190
14.8336,123
14.2975,122
15.1484,125
30.3914,234
14.1953,124
46.4108,155
63.9968,117
15.0487,127
14.8335,128
28.387,197
14.4846,124
15.6294,132
39.914,182
16.1014,132
28.9039,216
15.9271,133
93.9508,91
15.5817,133
15.9129,135
34.1385,196
16.1981,137
34.3255,159
17.0335,140
16.3312,140
32.3333,176
16.6098,142
57.9827,116
17.125,144
17.0083,144
36.5293,147
29.9895,179
16.4283,140
17.4197,146
30.1844,200
17.2056,146
17.3335,144
36.5416,149
74.8938,100
17.8879,149
33.2529,203
18.3486,154
18.7557,156
18.5991,156
32.9162,173
54.7955,125
18.1777,153
71.6624,117
18.5671,159
32.0774,189
18.5086,156
19.5162,161
36.4205,146
19.7781,161
30.5707,239
19.4335,163
70.0639,125
19.1049,160
31.7384,198
19.2191,163
36.1897,167
19.7594,166
31.306,190
20.4068,170
19.9185,165
50.7781,118
20.208,168
37.3146,184
31.7182,225
20.0312,167
20.1504,166
32.3122,202
21.0572,173
37.8229,154
21.7404,177
76.5664,106
32.4907,243
21.0357,172
21.3681,171
20.8963,176
34.0396,188
41.0509,152
21.1176,177
22.4143,182
49.0862,107
32.4982,210
21.9019,179
55.5702,145
22.6211,185
29.0587,194
22.3745,188
22.8104,185
89.8339,88
32.8853,221
21.8001,182
56.2064,144
22.6073,185
29.1957,233
21.5731,181
22.9169,189
43.2718,142
86.7465,108
32.3662,210
23.7281,195
23.1678,190
34.4109,215
22.2778,185
44.877,149
24.2442,194
60.3108,101
34.1683,218
24.5286,197
23.7526,198
24.3697,198
33.8779,198
40.2757,168
25.7293,203
23.8518,189
75.6202,112
31.5766,223
25.3267,202
35.5176,162
25.0266,205
32.2668,173
24.9312,203
42.1546,119
24.686,203
31.1821,178
47.0395,152
25.5455,200
23.831,200
31.593,175
26.0798,206
54.7946,140
61.3459,112
32.7627,208
24.795,206
25.3685,211
29.293,208
25.5414,206
53.9915,146
26.4577,212
83.1195,108
33.7351,198
25.2812,205
25.6936,212
40.485,135
31.4816,214
25.6964,208
26.5023,216
79.5086,98
32.5237,205
27.3302,218
49.5128,135
24.9954,209
29.6907,206
28.7866,217
73.4523,114
27.133,218
46.0791,124
34.0281,194
27.7274,222
27.3864,222
28.25,222
43.7632,156
26.3494,214
85.5247,109
28.5199,220
36.6739,190
28.4866,221
47.4598,150
31.1722,189
28.2433,228
28.5563,227
71.0193,106
33.5909,204
28.463,227
58.3884,135
28.4293,222
30.7001,228
28.2815,227
84.5148,102
28.2193,225
56.3958,146
29.2251,178
30.0292,228
27.7982,209
28.4801,229
51.6125,141
90.8179,102
28.7054,231
33.0603,198
28.5383,232
30.4413,233
45.5812,133
31.9578,215
32.1233,229
78.0491,113
28.0246,234
26.4713,184
63.234,142
27.2651,223
29.8754,217
31.5046,231
89.4347,100
31.0642,234
41.7576,143
31.2919,195
29.6088,232
31.7202,234
30.3385,187
82.7281,107
36.4712,163
30.8605,240
33.7576,176
29.6733,240
27.7425,229
34.3577,157
30.3881,187
88.0507,93
31.6171,240
31.2647,240
31.4596,234
31.1887,241
39.6907,152
32.2577,202
30.8344,242
83.0659,102
29.3349,241
44.9618,139
32.297,196
31.1833,239
30.9608,242
90.2944,90
28.9488,197
39.313,160
31.2208,241
32.4325,225
32.5957,247
33.3461,245
78.6056,102
40.7912,138
29.8256,234
33.1597,237
32.5953,252
35.0724,216
37.4147,151
32.6824,249
86.6603,97
34.004,221
33.5217,244
33.6707,234
45.8641,147
33.6727,194
33.4048,248
86.6035,99
29.361,187
29.9585,218
36.1365,145
32.9258,231
34.6241,174
34.063,237
75.0982,97
44.951,143
35.5518,217
30.4547,173
29.5778,228
30.3886,204
77.4708,98
29.6101,241
42.0959,139
31.6206,208
30.6081,200
30.188,238
46.7329,139
42.2339,201
74.3249,99
29.4928,237
33.1685,201
31.8138,186
41.396,139
28.968,214
85.2889,93
32.2388,233
29.4471,220
38.9105,130
30.7935,212
24.4712,184
28.8845,239
69.9971,101
31.7679,197
38.9962,171
45.5448,159
31.5062,244
37.5186,184
30.9604,240
86.9878,90
49.697,140
30.5342,245
31.8351,202
31.8938,219
51.1562,140
32.6876,206
31.3872,216
78.4942,101
32.8562,210
35.7391,180
52.57,131
29.587,241
31.8882,169
79.5067,97
31.1097,242
52.8938,140
31.1594,207
30.0402,199
31.499,234
63.4528,101
30.9134,175
42.3598,154
28.919,229
29.1894,236
32.9797,175
32.2802,238
85.8961,97
45.8255,134
33.6808,203
30.0092,236
28.571,236
35.947,200
54.5412,129
67.4819,94
29.2829,227
40.3631,217
30.5521,217
45.0612,139
31.1093,237
35.4113,174
70.5017,105
28.7966,233
43.9074,129
38.0618,181
31.6293,245
73.4107,102
34.649,168
32.3439,195
41.079,134
30.7924,239
32.1942,206
31.6858,242
65.3071,106
48.9564,147
32.9161,194
32.4482,249
29.0572,211
36.2133,184
53.5492,145
30.5566,239
79.0366,82
33.8704,194
30.267,215
42.1569,160
29.1038,240
32.3549,198
56.7605,116
34.4933,219
54.7299,131
34.8172,191
30.697,241
30.9579,197
83.2373,97
29.2468,198
34.2099,154
28.3488,182
29.6392,188
31.1936,212
76.6987,100
